user_uuid,course_uuid,legajo,course_name,periodo,particion,fecha_mesa_epoch,nombre_examen,nota_parcial,nota_final_materia
b572fa1d-034d-4198-8f1e-268e080fc1a1,076bbf49-961d-4bd7-92e9-3fd0796be1f7,751782JNB,Enhanced coherent conglomeration,1-2022,29,2022-06-06,PRIMER PARCIAL(20),10.0,10.0
b572fa1d-034d-4198-8f1e-268e080fc1a1,076bbf49-961d-4bd7-92e9-3fd0796be1f7,751782JNB,Enhanced coherent conglomeration,1-2022,43,2022-06-28,SEGUNDO PARCIAL(20),10.0,10.0
41ddf565-d451-4433-89e3-34c8731fd9a5,f3632565-3ab8-4b7f-9ced-097ce82eb1c5,004847XRK,Customer-focused interactive success,1-2022,33,2022-05-19,PRIMER PARCIAL(20),6.0,7.0
41ddf565-d451-4433-89e3-34c8731fd9a5,f3632565-3ab8-4b7f-9ced-097ce82eb1c5,004847XRK,Customer-focused interactive success,1-2022,57,2022-07-16,SEGUNDO PARCIAL(20),7.0,7.0
e85c6d8e-58d0-4116-b7e5-b50bbd6f9918,83b2c63c-58a6-487f-965d-c7f71101c124,579431LKL,Automated leadingedge moderator,1-2022,28,2022-06-03,PRIMER PARCIAL(20),4.0,6.0
e85c6d8e-58d0-4116-b7e5-b50bbd6f9918,83b2c63c-58a6-487f-965d-c7f71101c124,579431LKL,Automated leadingedge moderator,1-2022,55,2022-07-16,SEGUNDO PARCIAL(20),6.0,6.0
e85c6d8e-58d0-4116-b7e5-b50bbd6f9918,83b2c63c-58a6-487f-965d-c7f71101c124,579431LKL,Automated leadingedge moderator,1-2022,59,2022-07-23,INTEGRADOR(30),6.0,6.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,25,2022-05-30,PRIMER PARCIAL(20),9.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
755f18e6-32d2-40a5-8b6b-8e58e8faafd4,0034afe6-e996-4c26-b0b9-24dbb9535465,760637GKU,Stand-alone upward-trending secured line,1-2022,52,2022-07-11,SEGUNDO PARCIAL(20),10.0,10.0
1252699a-995a-4e2a-823f-9e388f62aa22,c78af3b4-4574-4a82-8c41-45195ce43384,612474QBI,Object-based leadingedge help-desk,1-2022,32,2022-06-10,PRIMER PARCIAL(20),5.0,6.0
1252699a-995a-4e2a-823f-9e388f62aa22,c78af3b4-4574-4a82-8c41-45195ce43384,612474QBI,Object-based leadingedge help-desk,1-2022,45,2022-06-30,SEGUNDO PARCIAL(20),6.0,6.0
fac72512-be1e-456e-8750-0cffc1778bbf,68005d22-90dc-42f6-b90a-409714481cbc,085831OCR,Total radical adapter,1-2022,28,2022-04-08,PRIMER PARCIAL(20),8.0,9.0
fac72512-be1e-456e-8750-0cffc1778bbf,68005d22-90dc-42f6-b90a-409714481cbc,085831OCR,Total radical adapter,1-2022,47,2022-05-13,SEGUNDO PARCIAL(20),9.0,9.0
3d9a24d8-787d-46a1-a594-5bec5ed54f34,5d807a56-e60b-43ca-9261-8987b7709fb6,162280APK,Integrated content-based leverage,1-2022,28,2022-04-30,PRIMER PARCIAL(20),9.0,9.0
3d9a24d8-787d-46a1-a594-5bec5ed54f34,5d807a56-e60b-43ca-9261-8987b7709fb6,162280APK,Integrated content-based leverage,1-2022,52,2022-06-24,SEGUNDO PARCIAL(20),9.0,9.0
3d9a24d8-787d-46a1-a594-5bec5ed54f34,5d807a56-e60b-43ca-9261-8987b7709fb6,162280APK,Integrated content-based leverage,1-2022,52,2022-06-24,SEGUNDO PARCIAL(20),9.0,9.0
98f8da18-f650-44b7-bb65-d7b2e49ad677,c78af3b4-4574-4a82-8c41-45195ce43384,050253LFV,Object-based leadingedge help-desk,1-2022,32,2022-06-10,PRIMER PARCIAL(20),8.0,8.0
98f8da18-f650-44b7-bb65-d7b2e49ad677,c78af3b4-4574-4a82-8c41-45195ce43384,050253LFV,Object-based leadingedge help-desk,1-2022,50,2022-07-08,SEGUNDO PARCIAL(20),8.0,8.0
9f10fd1b-585d-4aa4-bb6e-e94843d5d06d,1da35a8e-8902-4ae8-aa9f-7976fc967e21,467345DDD,Stand-alone leadingedge access,1-2022,28,2022-04-13,PRIMER PARCIAL(20),7.0,7.0
9f10fd1b-585d-4aa4-bb6e-e94843d5d06d,1da35a8e-8902-4ae8-aa9f-7976fc967e21,467345DDD,Stand-alone leadingedge access,1-2022,39,2022-04-30,SEGUNDO PARCIAL(20),7.0,7.0
91f354c8-b253-474f-ac6c-47596a70347b,68005d22-90dc-42f6-b90a-409714481cbc,063068CTT,Total radical adapter,1-2022,28,2022-04-08,PRIMER PARCIAL(20),6.0,8.0
91f354c8-b253-474f-ac6c-47596a70347b,68005d22-90dc-42f6-b90a-409714481cbc,063068CTT,Total radical adapter,1-2022,43,2022-05-05,SEGUNDO PARCIAL(20),9.0,8.0
ba7d6f88-cb21-4e2a-9fe5-230adf369bec,c78af3b4-4574-4a82-8c41-45195ce43384,977217RIA,Object-based leadingedge help-desk,1-2022,37,2022-06-18,PRIMER PARCIAL(20),9.0,9.0
ba7d6f88-cb21-4e2a-9fe5-230adf369bec,c78af3b4-4574-4a82-8c41-45195ce43384,977217RIA,Object-based leadingedge help-desk,1-2022,50,2022-07-08,SEGUNDO PARCIAL(20),9.0,9.0
8b9afb97-37b3-4728-93d0-54bf9bbef0fa,2b274b15-83bb-4629-941e-fdc573af4e0b,234724AHO,Intuitive non-volatile ability,1-2022,36,2022-05-04,SEGUNDO PARCIAL(20),9.0,8.0
8b9afb97-37b3-4728-93d0-54bf9bbef0fa,2b274b15-83bb-4629-941e-fdc573af4e0b,234724AHO,Intuitive non-volatile ability,1-2022,46,2022-05-17,RECUPERATORIO PRIMER PARCIAL(20),7.0,8.0
933d5121-82e0-44a7-9e56-52e73e6a55ba,a88d1e4e-e4a0-47c4-9c07-8d3102e704df,114682XTT,Multi-tiered coherent utilization,1-2022,34,2022-06-14,PRIMER PARCIAL(20),7.0,8.0
933d5121-82e0-44a7-9e56-52e73e6a55ba,a88d1e4e-e4a0-47c4-9c07-8d3102e704df,114682XTT,Multi-tiered coherent utilization,1-2022,54,2022-07-14,SEGUNDO PARCIAL(20),9.0,8.0
933d5121-82e0-44a7-9e56-52e73e6a55ba,a88d1e4e-e4a0-47c4-9c07-8d3102e704df,114682XTT,Multi-tiered coherent utilization,1-2022,54,2022-07-14,SEGUNDO PARCIAL(20),9.0,8.0
1bf66da7-0b89-4f47-a4bc-2bbd325454fd,2b274b15-83bb-4629-941e-fdc573af4e0b,095479MSA,Intuitive non-volatile ability,1-2022,15,2022-04-08,PRIMER PARCIAL(20),6.0,6.0
1bf66da7-0b89-4f47-a4bc-2bbd325454fd,2b274b15-83bb-4629-941e-fdc573af4e0b,095479MSA,Intuitive non-volatile ability,1-2022,42,2022-05-12,SEGUNDO PARCIAL(20),6.0,6.0
ea720a7f-6553-45f4-ab25-90118d24cecb,24ce2bde-18e6-4a2a-8297-9d6d8bf084bc,383892VMR,Versatile 5thgeneration access,1-2022,27,2022-06-03,PRIMER PARCIAL(20),5.0,6.0
ea720a7f-6553-45f4-ab25-90118d24cecb,24ce2bde-18e6-4a2a-8297-9d6d8bf084bc,383892VMR,Versatile 5thgeneration access,1-2022,48,2022-07-05,SEGUNDO PARCIAL(20),6.0,6.0
932f202c-2eb7-48dc-a99a-9fbce69617b2,2b274b15-83bb-4629-941e-fdc573af4e0b,648164VAK,Intuitive non-volatile ability,1-2022,18,2022-04-12,PRIMER PARCIAL(20),9.0,9.0
932f202c-2eb7-48dc-a99a-9fbce69617b2,2b274b15-83bb-4629-941e-fdc573af4e0b,648164VAK,Intuitive non-volatile ability,1-2022,42,2022-05-12,SEGUNDO PARCIAL(20),9.0,9.0
fc621de4-8fac-4fd8-8a51-9f7fa341b79e,39efca1f-50cc-4094-b2fd-ec6171fe5d3d,237559YAL,Profit-focused optimizing throughput,1-2022,28,2022-04-13,PRIMER PARCIAL(20),6.0,6.0
fc621de4-8fac-4fd8-8a51-9f7fa341b79e,39efca1f-50cc-4094-b2fd-ec6171fe5d3d,237559YAL,Profit-focused optimizing throughput,1-2022,45,2022-05-11,SEGUNDO PARCIAL(20),5.0,6.0
5338f878-0b09-40b1-a33f-3399be9580d4,2b274b15-83bb-4629-941e-fdc573af4e0b,462572PGW,Intuitive non-volatile ability,1-2022,41,2022-05-11,SEGUNDO PARCIAL(20),9.0,9.0
5338f878-0b09-40b1-a33f-3399be9580d4,2b274b15-83bb-4629-941e-fdc573af4e0b,462572PGW,Intuitive non-volatile ability,1-2022,48,2022-05-19,RECUPERATORIO PRIMER PARCIAL(20),8.0,9.0
4b2dbad6-2dd4-483c-abe2-d66764a64b8f,12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,137924SSZ,Face-to-face regional concept,1-2022,49,2022-07-07,SEGUNDO PARCIAL(20),10.0,10.0
4b2dbad6-2dd4-483c-abe2-d66764a64b8f,12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,137924SSZ,Face-to-face regional concept,1-2022,59,2022-07-22,RECUPERATORIO PRIMER PARCIAL(20),10.0,10.0
2e1f92f0-1201-405c-a0e9-d7107d6f9fb5,5d37bc6b-13fa-4ef1-adad-ee22217e1731,696774CKV,Self-enabling foreground implementation,1-2022,25,2022-04-08,PRIMER PARCIAL(20),7.0,8.0
2e1f92f0-1201-405c-a0e9-d7107d6f9fb5,5d37bc6b-13fa-4ef1-adad-ee22217e1731,696774CKV,Self-enabling foreground implementation,1-2022,37,2022-04-27,SEGUNDO PARCIAL(20),4.0,8.0
2e1f92f0-1201-405c-a0e9-d7107d6f9fb5,5d37bc6b-13fa-4ef1-adad-ee22217e1731,696774CKV,Self-enabling foreground implementation,1-2022,49,2022-05-17,RECUPERATORIO SEGUNDO PARCIAL(20),9.0,8.0
2ba4c602-3da0-41b6-955a-9ec3b09a95b7,53b64312-e7f3-408a-8c34-9ed3f201c512,928354TFY,Innovative object-oriented encryption,1-2022,34,2022-06-14,PRIMER PARCIAL(20),6.0,7.0
2ba4c602-3da0-41b6-955a-9ec3b09a95b7,53b64312-e7f3-408a-8c34-9ed3f201c512,928354TFY,Innovative object-oriented encryption,1-2022,48,2022-07-05,SEGUNDO PARCIAL(20),8.0,7.0
f3318a83-8ae6-4197-ac24-2417fd1e6d04,c78af3b4-4574-4a82-8c41-45195ce43384,022145RJH,Object-based leadingedge help-desk,1-2022,27,2022-06-03,PRIMER PARCIAL(20),9.0,9.0
f3318a83-8ae6-4197-ac24-2417fd1e6d04,c78af3b4-4574-4a82-8c41-45195ce43384,022145RJH,Object-based leadingedge help-desk,1-2022,54,2022-07-15,SEGUNDO PARCIAL(20),9.0,9.0
f3318a83-8ae6-4197-ac24-2417fd1e6d04,c78af3b4-4574-4a82-8c41-45195ce43384,022145RJH,Object-based leadingedge help-desk,1-2022,54,2022-07-15,SEGUNDO PARCIAL(20),9.0,9.0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82,12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,934333NEF,Face-to-face regional concept,1-2022,33,2022-06-11,PRIMER PARCIAL(20),7.0,8.0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82,12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,934333NEF,Face-to-face regional concept,1-2022,47,2022-07-04,SEGUNDO PARCIAL(20),9.0,8.0
3bcadba3-5795-4eac-be5f-c9310568d575,c78af3b4-4574-4a82-8c41-45195ce43384,663301MOE,Object-based leadingedge help-desk,1-2022,35,2022-06-15,PRIMER PARCIAL(20),6.0,8.0
3bcadba3-5795-4eac-be5f-c9310568d575,c78af3b4-4574-4a82-8c41-45195ce43384,663301MOE,Object-based leadingedge help-desk,1-2022,55,2022-07-16,SEGUNDO PARCIAL(20),9.0,8.0
3bcadba3-5795-4eac-be5f-c9310568d575,c78af3b4-4574-4a82-8c41-45195ce43384,663301MOE,Object-based leadingedge help-desk,1-2022,55,2022-07-16,SEGUNDO PARCIAL(20),9.0,8.0
25e8316c-7ce3-44e9-af27-06be435041f4,4867e3bf-b2f4-4802-86b3-9da0795dd164,938762EPS,Reverse-engineered didactic encoding,1-2022,25,2022-04-07,PRIMER PARCIAL(20),7.0,8.0
25e8316c-7ce3-44e9-af27-06be435041f4,4867e3bf-b2f4-4802-86b3-9da0795dd164,938762EPS,Reverse-engineered didactic encoding,1-2022,46,2022-05-12,SEGUNDO PARCIAL(20),9.0,8.0
e2b58587-2491-49bb-9103-c0a988894acb,2b274b15-83bb-4629-941e-fdc573af4e0b,471666MRD,Intuitive non-volatile ability,1-2022,9,2022-03-31,PRIMER PARCIAL(20),7.0,7.0
e2b58587-2491-49bb-9103-c0a988894acb,2b274b15-83bb-4629-941e-fdc573af4e0b,471666MRD,Intuitive non-volatile ability,1-2022,35,2022-05-03,SEGUNDO PARCIAL(20),6.0,7.0
e2b58587-2491-49bb-9103-c0a988894acb,ff2c5144-0df1-4ebc-818e-d65c772aa16e,471666MRD,Realigned zero tolerance synergy,1-2022,21,2022-04-18,PRIMER PARCIAL(20),7.0,7.0
e2b58587-2491-49bb-9103-c0a988894acb,ff2c5144-0df1-4ebc-818e-d65c772aa16e,471666MRD,Realigned zero tolerance synergy,1-2022,53,2022-07-08,SEGUNDO PARCIAL(20),6.0,7.0
d5e0a0f6-e9bb-4fb0-b3a8-eb5ee0fdb2a1,d6c3b308-12c6-42e4-b544-4b0db85904e1,042241DWP,Multi-tiered tertiary array,1-2022,33,2022-06-11,PRIMER PARCIAL(20),6.0,6.0
d5e0a0f6-e9bb-4fb0-b3a8-eb5ee0fdb2a1,d6c3b308-12c6-42e4-b544-4b0db85904e1,042241DWP,Multi-tiered tertiary array,1-2022,44,2022-06-28,SEGUNDO PARCIAL(20),5.0,6.0
d5e0a0f6-e9bb-4fb0-b3a8-eb5ee0fdb2a1,d6c3b308-12c6-42e4-b544-4b0db85904e1,042241DWP,Multi-tiered tertiary array,1-2022,44,2022-06-28,SEGUNDO PARCIAL(20),5.0,6.0
944ca42e-862a-4cc9-8fdf-08ca4fb7d5c5,3dfb4eb6-2ccf-4c00-91b6-a0cabe1bfa4b,609345EPY,Reduced mission-critical attitude,1-2022,31,2022-06-09,PRIMER PARCIAL(20),6.0,6.0
944ca42e-862a-4cc9-8fdf-08ca4fb7d5c5,3dfb4eb6-2ccf-4c00-91b6-a0cabe1bfa4b,609345EPY,Reduced mission-critical attitude,1-2022,31,2022-06-09,PRIMER PARCIAL(20),6.0,6.0
944ca42e-862a-4cc9-8fdf-08ca4fb7d5c5,3dfb4eb6-2ccf-4c00-91b6-a0cabe1bfa4b,609345EPY,Reduced mission-critical attitude,1-2022,41,2022-06-24,SEGUNDO PARCIAL(20),5.0,6.0
944ca42e-862a-4cc9-8fdf-08ca4fb7d5c5,3dfb4eb6-2ccf-4c00-91b6-a0cabe1bfa4b,609345EPY,Reduced mission-critical attitude,1-2022,41,2022-06-24,SEGUNDO PARCIAL(20),5.0,6.0
944ca42e-862a-4cc9-8fdf-08ca4fb7d5c5,3dfb4eb6-2ccf-4c00-91b6-a0cabe1bfa4b,609345EPY,Reduced mission-critical attitude,1-2022,41,2022-06-24,SEGUNDO PARCIAL(20),5.0,6.0
2f0102c9-59b9-498e-a999-0e989c480920,b55dee5f-c905-4d8c-8a2e-b4d72fdd0169,356765RWV,Public-key even-keeled service-desk,1-2022,27,2022-04-11,PRIMER PARCIAL(20),9.0,9.0
2f0102c9-59b9-498e-a999-0e989c480920,b55dee5f-c905-4d8c-8a2e-b4d72fdd0169,356765RWV,Public-key even-keeled service-desk,1-2022,44,2022-05-09,SEGUNDO PARCIAL(20),9.0,9.0
0d73287f-eb14-47fa-b7a4-19fd4d8ac6f5,2b274b15-83bb-4629-941e-fdc573af4e0b,891848USB,Intuitive non-volatile ability,1-2022,12,2022-04-04,PRIMER PARCIAL(20),9.0,8.0
0d73287f-eb14-47fa-b7a4-19fd4d8ac6f5,2b274b15-83bb-4629-941e-fdc573af4e0b,891848USB,Intuitive non-volatile ability,1-2022,35,2022-05-03,SEGUNDO PARCIAL(20),7.0,8.0
a0dcc3c8-34cf-4a57-a715-654978a0d35c,2b274b15-83bb-4629-941e-fdc573af4e0b,978273JGV,Intuitive non-volatile ability,1-2022,23,2022-04-18,PRIMER PARCIAL(20),7.0,8.0
a0dcc3c8-34cf-4a57-a715-654978a0d35c,2b274b15-83bb-4629-941e-fdc573af4e0b,978273JGV,Intuitive non-volatile ability,1-2022,37,2022-05-05,SEGUNDO PARCIAL(20),9.0,8.0
41d62c09-787b-4d03-9742-52e4df646942,ac0e193f-48c6-429a-979a-1e4d7bf9565b,478888TLU,Operative mobile leverage,1-2022,32,2022-06-10,PRIMER PARCIAL(20),9.0,9.0
41d62c09-787b-4d03-9742-52e4df646942,ac0e193f-48c6-429a-979a-1e4d7bf9565b,478888TLU,Operative mobile leverage,1-2022,50,2022-07-08,SEGUNDO PARCIAL(20),9.0,9.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,32,2022-05-05,PRIMER PARCIAL(20),4.0,7.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,55,2022-06-30,SEGUNDO PARCIAL(20),3.0,7.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,57,2022-07-04,INTEGRADOR(30),7.0,7.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,57,2022-07-04,INTEGRADOR(30),7.0,7.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,57,2022-07-04,INTEGRADOR(30),7.0,7.0
8ad6cba5-6cf2-4a6f-be35-a12a9e2b867c,a0382646-55f7-4b71-b216-e1d2f4ffd844,030498HIN,Business-focused holistic process improvement,1-2022,57,2022-07-04,INTEGRADOR(30),7.0,7.0
950180ca-28c9-4dc3-a4b3-67bd801834b5,f3632565-3ab8-4b7f-9ced-097ce82eb1c5,027357YLR,Customer-focused interactive success,1-2022,25,2022-04-28,PRIMER PARCIAL(20),6.0,8.0
950180ca-28c9-4dc3-a4b3-67bd801834b5,f3632565-3ab8-4b7f-9ced-097ce82eb1c5,027357YLR,Customer-focused interactive success,1-2022,48,2022-06-25,SEGUNDO PARCIAL(20),9.0,8.0
d84104b7-d380-4378-b5ad-5d9a35f904da,68005d22-90dc-42f6-b90a-409714481cbc,452142XVV,Total radical adapter,1-2022,33,2022-04-18,PRIMER PARCIAL(20),7.0,7.0
d84104b7-d380-4378-b5ad-5d9a35f904da,68005d22-90dc-42f6-b90a-409714481cbc,452142XVV,Total radical adapter,1-2022,47,2022-05-12,SEGUNDO PARCIAL(20),6.0,7.0
536f52bf-90d4-49b0-b9bf-8724d570b4ae,83b2c63c-58a6-487f-965d-c7f71101c124,151661DTF,Automated leadingedge moderator,1-2022,35,2022-06-14,PRIMER PARCIAL(20),4.0,5.0
536f52bf-90d4-49b0-b9bf-8724d570b4ae,83b2c63c-58a6-487f-965d-c7f71101c124,151661DTF,Automated leadingedge moderator,1-2022,54,2022-07-14,SEGUNDO PARCIAL(20),6.0,5.0
536f52bf-90d4-49b0-b9bf-8724d570b4ae,83b2c63c-58a6-487f-965d-c7f71101c124,151661DTF,Automated leadingedge moderator,1-2022,59,2022-07-22,INTEGRADOR(30),5.0,5.0
a19132e3-6e96-4495-85eb-3e9aea6d2354,2b274b15-83bb-4629-941e-fdc573af4e0b,907071BNE,Intuitive non-volatile ability,1-2022,15,2022-04-08,PRIMER PARCIAL(20),10.0,10.0
a19132e3-6e96-4495-85eb-3e9aea6d2354,2b274b15-83bb-4629-941e-fdc573af4e0b,907071BNE,Intuitive non-volatile ability,1-2022,37,2022-05-06,SEGUNDO PARCIAL(20),9.0,10.0
d0f87ed1-8835-4385-93e1-28b9ae673e87,2c06c384-fe10-42ea-ad62-1d471eab7c89,041550QRH,Customizable 4thgeneration approach,1-2022,34,2022-06-14,PRIMER PARCIAL(20),7.0,8.0
d0f87ed1-8835-4385-93e1-28b9ae673e87,2c06c384-fe10-42ea-ad62-1d471eab7c89,041550QRH,Customizable 4thgeneration approach,1-2022,52,2022-07-12,SEGUNDO PARCIAL(20),3.0,8.0
d0f87ed1-8835-4385-93e1-28b9ae673e87,2c06c384-fe10-42ea-ad62-1d471eab7c89,041550QRH,Customizable 4thgeneration approach,1-2022,58,2022-07-21,RECUPERATORIO SEGUNDO PARCIAL(20),9.0,8.0
82ec1434-2d76-4fc9-8de4-38c216c1c68c,3735b857-c655-4726-a095-064c777ec217,745854AYB,Automated mission-critical frame,1-2022,23,2022-04-05,PRIMER PARCIAL(20),4.0,5.0
82ec1434-2d76-4fc9-8de4-38c216c1c68c,3735b857-c655-4726-a095-064c777ec217,745854AYB,Automated mission-critical frame,1-2022,40,2022-05-03,SEGUNDO PARCIAL(20),4.0,5.0
82ec1434-2d76-4fc9-8de4-38c216c1c68c,3735b857-c655-4726-a095-064c777ec217,745854AYB,Automated mission-critical frame,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
82ec1434-2d76-4fc9-8de4-38c216c1c68c,3735b857-c655-4726-a095-064c777ec217,745854AYB,Automated mission-critical frame,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
02323a7a-120c-485d-99b1-6247a57c46e4,2a867880-8ae8-4b38-b296-64beb70f0ffb,220104MHI,Public-key static capacity,1-2022,32,2022-06-10,PRIMER PARCIAL(20),9.0,9.0
02323a7a-120c-485d-99b1-6247a57c46e4,2a867880-8ae8-4b38-b296-64beb70f0ffb,220104MHI,Public-key static capacity,1-2022,54,2022-07-15,SEGUNDO PARCIAL(20),8.0,9.0
7685b326-cb76-443d-8e54-7b65bce609bd,2b274b15-83bb-4629-941e-fdc573af4e0b,657990GER,Intuitive non-volatile ability,1-2022,18,2022-04-11,PRIMER PARCIAL(20),5.0,6.0
7685b326-cb76-443d-8e54-7b65bce609bd,2b274b15-83bb-4629-941e-fdc573af4e0b,657990GER,Intuitive non-volatile ability,1-2022,26,2022-04-22,SEGUNDO PARCIAL(20),7.0,6.0
7685b326-cb76-443d-8e54-7b65bce609bd,2b274b15-83bb-4629-941e-fdc573af4e0b,657990GER,Intuitive non-volatile ability,1-2022,26,2022-04-22,SEGUNDO PARCIAL(20),7.0,6.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,23,2022-04-05,PRIMER PARCIAL(20),4.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,40,2022-05-03,SEGUNDO PARCIAL(20),5.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
f70eac9f-6f0a-40d3-a6bc-9c5a34cfb1f6,29369d9b-c221-47f7-81b0-057dabffea22,945857MAB,Re-contextualized user-facing hardware,1-2022,49,2022-05-17,INTEGRADOR(30),5.0,5.0
2f6e2043-eff1-4658-846d-85d29faf3725,8e17e236-6271-41cd-a107-251dcc256e1c,812644VEZ,Progressive executive flexibility,1-2022,37,2022-06-18,PRIMER PARCIAL(20),9.0,9.0
2f6e2043-eff1-4658-846d-85d29faf3725,8e17e236-6271-41cd-a107-251dcc256e1c,812644VEZ,Progressive executive flexibility,1-2022,55,2022-07-16,SEGUNDO PARCIAL(20),8.0,9.0
5521cc3f-eca9-4921-8220-f185ead20b53,4867e3bf-b2f4-4802-86b3-9da0795dd164,233605MRT,Reverse-engineered didactic encoding,1-2022,23,2022-04-05,PRIMER PARCIAL(20),4.0,8.0
5521cc3f-eca9-4921-8220-f185ead20b53,4867e3bf-b2f4-4802-86b3-9da0795dd164,233605MRT,Reverse-engineered didactic encoding,1-2022,45,2022-05-10,SEGUNDO PARCIAL(20),7.0,8.0
5521cc3f-eca9-4921-8220-f185ead20b53,4867e3bf-b2f4-4802-86b3-9da0795dd164,233605MRT,Reverse-engineered didactic encoding,1-2022,50,2022-05-19,RECUPERATORIO PRIMER PARCIAL(20),8.0,8.0
be3ba88b-8426-451e-b744-4288bcb05d17,41fc218f-a64e-4633-9efd-62ad28943f04,449476LHQ,Distributed content-based moratorium,1-2022,30,2022-04-16,PRIMER PARCIAL(20),7.0,8.0
be3ba88b-8426-451e-b744-4288bcb05d17,41fc218f-a64e-4633-9efd-62ad28943f04,449476LHQ,Distributed content-based moratorium,1-2022,30,2022-04-16,PRIMER PARCIAL(20),7.0,8.0
be3ba88b-8426-451e-b744-4288bcb05d17,41fc218f-a64e-4633-9efd-62ad28943f04,449476LHQ,Distributed content-based moratorium,1-2022,30,2022-04-16,PRIMER PARCIAL(20),7.0,8.0
be3ba88b-8426-451e-b744-4288bcb05d17,41fc218f-a64e-4633-9efd-62ad28943f04,449476LHQ,Distributed content-based moratorium,1-2022,47,2022-05-14,SEGUNDO PARCIAL(20),5.0,8.0
be3ba88b-8426-451e-b744-4288bcb05d17,41fc218f-a64e-4633-9efd-62ad28943f04,449476LHQ,Distributed content-based moratorium,1-2022,51,2022-05-21,RECUPERATORIO SEGUNDO PARCIAL(20),8.0,8.0
7e525650-84e5-487e-bf0a-e2e0495c6b46,237e4220-7417-4786-8200-7746682b4c84,027669SPE,Cross-group upward-trending hierarchy,1-2022,35,2022-06-15,PRIMER PARCIAL(20),7.0,8.0
